Title,Authors,Year of Publication,DOI,Source
DRAGON: Deep Reinforcement Learning for Autonomous Grid Operation and Attack Detection,"Landen, Chung",2022,https://doi.org/10.1145/3564625.3567969,https://dl.acm.org/
ICEGOV '22: Proceedings of the 15th International Conference on Theory and Practice of Electronic Governance,"Amaral, Soares",2022,,https://dl.acm.org/
e-Energy '24: Proceedings of the 15th ACM International Conference on Future and Sustainable Energy Systems,No authors,2024,,https://dl.acm.org/
"MobiSys '23: Proceedings of the 21st Annual International Conference on Mobile Systems, Applications and Services","Nurmi, Hui",2023,,https://dl.acm.org/
Cloud Computing Curriculum: Developing Exemplar Modules for General Course Inclusion,"Adams, Hainey",2020,https://doi.org/10.1145/3437800.3439206,https://dl.acm.org/
EASE '24: Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,No authors,2024,,https://dl.acm.org/
ACM TURC '23: Proceedings of the ACM Turing Award Celebration Conference - China 2023,No authors,2023,,https://dl.acm.org/
ICITEE '22: Proceedings of the 5th International Conference on Information Technologies and Electrical Engineering,No authors,2023,,https://dl.acm.org/
Modeling & simulation in systems engineering: a survey course,"Loper, Bronston",2020,,https://dl.acm.org/
MIDA '24: Proceedings of the 2024 International Conference on Machine Intelligence and Digital Applications,No authors,2024,,https://dl.acm.org/
ICCMS '23: Proceedings of the 2023 15th International Conference on Computer Modeling and Simulation,No authors,2023,,https://dl.acm.org/
AISS '22: Proceedings of the 4th International Conference on Advanced Information Science and System,No authors,2023,,https://dl.acm.org/
IDC '24: Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,No authors,2024,,https://dl.acm.org/
CNSM '22: Proceedings of the 18th International Conference on Network and Service Management,Charalambides,2023,,https://dl.acm.org/
ICIEAI '23: Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence,No authors,2024,,https://dl.acm.org/
CSAE '23: Proceedings of the 7th International Conference on Computer Science and Application Engineering,"Emrouznejad, Yue, Jiang",2023,,https://dl.acm.org/
ICDCN '23: Proceedings of the 24th International Conference on Distributed Computing and Networking,No authors,2023,,https://dl.acm.org/
ICMLCA '23: Proceedings of the 2023 4th International Conference on Machine Learning and Computer Application,No authors,2024,,https://dl.acm.org/
ASIA CCS '23: Proceedings of the 2023 ACM Asia Conference on Computer and Communications Security,"Liu, Xiang, Nepal",2023,,https://dl.acm.org/
MISNC '22: Proceedings of the 9th Multidisciplinary International Social Networks Conference,No authors,2022,,https://dl.acm.org/
AHs '23: Proceedings of the Augmented Humans International Conference 2023,"Ward, McGill, Marky",2023,,https://dl.acm.org/
AAIA '23: Proceedings of the 2023 International Conference on Advances in Artificial Intelligence and Applications,No authors,2024,,https://dl.acm.org/
ICETT '23: Proceedings of the 9th International Conference on Education and Training Technologies,No authors,2023,,https://dl.acm.org/
MISNC '23: Proceedings of the 10th Multidisciplinary International Social Networks Conference,No authors,2023,,https://dl.acm.org/
ICISE '23: Proceedings of the 2023 8th International Conference on Information Systems Engineering,No authors,2024,,https://dl.acm.org/
EITCE '23: Proceedings of the 2023 7th International Conference on Electronic Information Technology and Computer Engineering,No authors,2024,,https://dl.acm.org/
MSIE '24: Proceedings of the 2024 6th International Conference on Management Science and Industrial Engineering,No authors,2024,,https://dl.acm.org/
dg.o '24: Proceedings of the 25th Annual International Conference on Digital Government Research,"Liao, Cid",2024,,https://dl.acm.org/
ICIBE '23: Proceedings of the 2023 9th International Conference on Industrial and Business Engineering,No authors,2023,,https://dl.acm.org/
GoodIT '22: Proceedings of the 2022 ACM Conference on Information Technology for Social Good,No authors,2022,,https://dl.acm.org/
"ACAI '23: Proceedings of the 2023 6th International Conference on Algorithms, Computing and Artificial Intelligence",No authors,2024,,https://dl.acm.org/
"CECCT '23: Proceedings of the 2023 International Conference on Electronics, Computers and Communication Technology",No authors,2024,,https://dl.acm.org/
ICITEE '23: Proceedings of the 6th International Conference on Information Technologies and Electrical Engineering,No authors,2024,,https://dl.acm.org/
ICMHI '23: Proceedings of the 2023 7th International Conference on Medical and Health Informatics,No authors,2023,,https://dl.acm.org/
ICCIR '22: Proceedings of the 2022 2nd International Conference on Control and Intelligent Robotics,No authors,2022,,https://dl.acm.org/
AutomotiveUI '23 Adjunct: Adjunct Proceedings of the 15th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,No authors,2023,,https://dl.acm.org/
ICAICE '23: Proceedings of the 4th International Conference on Artificial Intelligence and Computer Engineering,No authors,2024,,https://dl.acm.org/
WSSE '23: Proceedings of the 2023 5th World Symposium on Software Engineering,No authors,2023,,https://dl.acm.org/
WebMedia '22: Proceedings of the Brazilian Symposium on Multimedia and the Web,Silva,2022,,https://dl.acm.org/
SOICT '23: Proceedings of the 12th International Symposium on Information and Communication Technology,No authors,2023,,https://dl.acm.org/
ICCTA '23: Proceedings of the 2023 9th International Conference on Computer Technology Applications,No authors,2023,,https://dl.acm.org/
ICCSMT '23: Proceedings of the 2023 4th International Conference on Computer Science and Management Technology,No authors,2024,,https://dl.acm.org/
DIS '24 Companion: Companion Publication of the 2024 ACM Designing Interactive Systems Conference,"Vallgårda, Jönsson",2024,,https://dl.acm.org/
"RICAI '22: Proceedings of the 2022 4th International Conference on Robotics, Intelligent Control and Artificial Intelligence",No authors,2023,,https://dl.acm.org/
ICBCT '23: Proceedings of the 2023 5th International Conference on Blockchain Technology,No authors,2024,,https://dl.acm.org/
ASPDAC '22: Proceedings of the 27th Asia and South Pacific Design Automation Conference,Wang,2024,,https://dl.acm.org/
"IC4E '23: Proceedings of the 2023 14th International Conference on E-Education, E-Business, E-Management and E-Learning",No authors,2023,,https://dl.acm.org/
Do we need a national research agenda for modeling and simulation?,"Tolk, Balci, Combs",2015,,https://dl.acm.org/
HPDC '24: Proceedings of the 33rd International Symposium on High-Performance Parallel and Distributed Computing,"Dazzi, Mencagli",2024,,https://dl.acm.org/
AST '24: Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024),"Lonetti, Guerriero",2024,,https://dl.acm.org/
ICBDE '23: Proceedings of the 2023 6th International Conference on Big Data and Education,No authors,2023,,https://dl.acm.org/
SIGSPATIAL '22: Proceedings of the 30th International Conference on Advances in Geographic Information Systems,"Renz, Sarwat",2022,,https://dl.acm.org/
ICSE-SEIP '23: Proceedings of the 45th International Conference on Software Engineering: Software Engineering in Practice,"Liu, Muccini",2023,,https://dl.acm.org/
GAS '24: Proceedings of the ACM/IEEE 8th International Workshop on Games and Software Engineering,No authors,2024,,https://dl.acm.org/
MMAsia '23: Proceedings of the 5th ACM International Conference on Multimedia in Asia,"Cheng, Chu",2024,,https://dl.acm.org/
Mindtrek '23: Proceedings of the 26th International Academic Mindtrek Conference,No authors,2023,,https://dl.acm.org/
OzCHI '21: Proceedings of the 33rd Australian Conference on Human-Computer Interaction,"Buchanan, Davis",2022,,https://dl.acm.org/
"TEI '24: Proceedings of the Eighteenth International Conference on Tangible, Embedded, and Embodied Interaction","Ciolfi, Hogan",2024,,https://dl.acm.org/
ESEC/FSE 2023: Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"Chandra, Blincoe, Tonella",2023,,https://dl.acm.org/
ESSE '22: Proceedings of the 2022 European Symposium on Software Engineering,No authors,2023,,https://dl.acm.org/
ESEC/FSE 2022: Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"Roychoudhury, Cadar",2022,,https://dl.acm.org/
ICEMT '23: Proceedings of the 7th International Conference on Education and Multimedia Technology,No authors,2023,,https://dl.acm.org/
IAIT '23: Proceedings of the 13th International Conference on Advances in Information Technology,No authors,2023,,https://dl.acm.org/
AIMLSystems '23: Proceedings of the Third International Conference on AI-ML Systems,No authors,2024,,https://dl.acm.org/
ICETM '22: Proceedings of the 2022 5th International Conference on Education Technology Management,No authors,2023,,https://dl.acm.org/
APNet '24: Proceedings of the 8th Asia-Pacific Workshop on Networking,No authors,2024,,https://dl.acm.org/
ICSE-SEIP '24: Proceedings of the 46th International Conference on Software Engineering: Software Engineering in Practice,"Paiva, Abreu",2024,,https://dl.acm.org/
"ICCVIT '23: Proceedings of the 2023 International Conference on Computer, Vision and Intelligent Technology",No authors,2023,,https://dl.acm.org/
SoICT '22: Proceedings of the 11th International Symposium on Information and Communication Technology,No authors,2022,,https://dl.acm.org/
ACM MobiCom '23: Proceedings of the 29th Annual International Conference on Mobile Computing and Networking,"Costa, Widmer",2023,,https://dl.acm.org/
"ICEME '23: Proceedings of the 2023 14th International Conference on E-business, Management and Economics",No authors,2023,,https://dl.acm.org/
ISPD '24: Proceedings of the 2024 International Symposium on Physical Design,"Jiang, Posser",2024,,https://dl.acm.org/
ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,"Paiva, Abreu",2024,,https://dl.acm.org/
"UMAP Adjunct '24: Adjunct Proceedings of the 32nd ACM Conference on User Modeling, Adaptation and Personalization","Boratto, Gena",2024,,https://dl.acm.org/
SUI '23: Proceedings of the 2023 ACM Symposium on Spatial User Interaction,"Huang, Sra",2023,,https://dl.acm.org/
ICMI '22: Proceedings of the 2022 International Conference on Multimodal Interaction,"Tumuluri, Sebe",2022,,https://dl.acm.org/
ICEEL '22: Proceedings of the 2022 6th International Conference on Education and E-Learning,No authors,2023,,https://dl.acm.org/
ICISS '22: Proceedings of the 5th International Conference on Information Science and Systems,No authors,2022,,https://dl.acm.org/
APCORISE '21: Proceedings of the 4th Asia Pacific Conference on Research in Industrial and Systems Engineering,"Ardi, Moeis",2022,,https://dl.acm.org/
IUI '24 Companion: Companion Proceedings of the 29th International Conference on Intelligent User Interfaces,No authors,2024,,https://dl.acm.org/
e-Energy '23: Proceedings of the 14th ACM International Conference on Future Energy Systems,No authors,2023,,https://dl.acm.org/
GECCO '24: Proceedings of the Genetic and Evolutionary Computation Conference,"Li, Handl",2024,,https://dl.acm.org/
CHItaly '23: Proceedings of the 15th Biannual Conference of the Italian SIGCHI Chapter,"Gena, Russis",2023,,https://dl.acm.org/
ICMLC '24: Proceedings of the 2024 16th International Conference on Machine Learning and Computing,No authors,2024,,https://dl.acm.org/
Internetware '23: Proceedings of the 14th Asia-Pacific Symposium on Internetware,"Mei, Lv, Jin",2023,,https://dl.acm.org/
OzCHI '23: Proceedings of the 35th Australian Computer-Human Interaction Conference,"Bowen, Pantidi",2024,,https://dl.acm.org/
CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,"Schmidt, Väänänen",2023,,https://dl.acm.org/
CHI EA '24: Extended Abstracts of the 2024 CHI Conference on Human Factors in Computing Systems,"Mueller, Kyburz",2024,,https://dl.acm.org/
GECCO '24 Companion: Proceedings of the Genetic and Evolutionary Computation Conference Companion,"Li, Handl",2024,,https://dl.acm.org/
CHI '24: Proceedings of the CHI Conference on Human Factors in Computing Systems,"Mueller, Kyburz",2024,,https://dl.acm.org/
DSAI '22: Proceedings of the 10th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion,No authors,2023,,https://dl.acm.org/
IVA '23: Proceedings of the 23rd ACM International Conference on Intelligent Virtual Agents,"Lugrin, Latoschik",2023,,https://dl.acm.org/
CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,"Schmidt, Väänänen",2023,,https://dl.acm.org/
CHI EA '21: Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems,"Kitamura, Quigley",2021,,https://dl.acm.org/
ICPP Workshops '23: Proceedings of the 52nd International Conference on Parallel Processing Workshops,No authors,2023,,https://dl.acm.org/
"UMAP '23 Adjunct: Adjunct Proceedings of the 31st ACM Conference on User Modeling, Adaptation and Personalization",No authors,2023,,https://dl.acm.org/
WWW '19: Companion Proceedings of The 2019 World Wide Web Conference,"Liu, White",2019,,https://dl.acm.org/
ETRA '23: Proceedings of the 2023 Symposium on Eye Tracking Research and Applications,"Kasneci, Shic",2023,,https://dl.acm.org/
ICEEL '23: Proceedings of the 2023 7th International Conference on Education and E-Learning,No authors,2024,,https://dl.acm.org/
AAMAS '24: Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,"Dastani, Sichman",2024,,https://dl.acm.org/
